,start_timestamp,end_timestamp,marketprice,unit
304,2021-01-13 15:00:00,2021-01-13 16:00:00,45.91,Eur/MWh
305,2021-01-13 16:00:00,2021-01-13 17:00:00,55.49,Eur/MWh
306,2021-01-13 17:00:00,2021-01-13 18:00:00,54.51,Eur/MWh
307,2021-01-13 18:00:00,2021-01-13 19:00:00,49.28,Eur/MWh
308,2021-01-13 19:00:00,2021-01-13 20:00:00,48.65,Eur/MWh
309,2021-01-13 20:00:00,2021-01-13 21:00:00,41.89,Eur/MWh
310,2021-01-13 21:00:00,2021-01-13 22:00:00,41.0,Eur/MWh
311,2021-01-13 22:00:00,2021-01-13 23:00:00,38.97,Eur/MWh
312,2021-01-13 23:00:00,2021-01-14 00:00:00,37.3,Eur/MWh
313,2021-01-14 00:00:00,2021-01-14 01:00:00,36.91,Eur/MWh
314,2021-01-14 01:00:00,2021-01-14 02:00:00,36.98,Eur/MWh
315,2021-01-14 02:00:00,2021-01-14 03:00:00,39.82,Eur/MWh
316,2021-01-14 03:00:00,2021-01-14 04:00:00,43.2,Eur/MWh
317,2021-01-14 04:00:00,2021-01-14 05:00:00,46.45,Eur/MWh
318,2021-01-14 05:00:00,2021-01-14 06:00:00,60.04,Eur/MWh
319,2021-01-14 06:00:00,2021-01-14 07:00:00,79.9,Eur/MWh
320,2021-01-14 07:00:00,2021-01-14 08:00:00,88.82,Eur/MWh
321,2021-01-14 08:00:00,2021-01-14 09:00:00,89.27,Eur/MWh
322,2021-01-14 09:00:00,2021-01-14 10:00:00,89.63,Eur/MWh
323,2021-01-14 10:00:00,2021-01-14 11:00:00,91.05,Eur/MWh
324,2021-01-14 11:00:00,2021-01-14 12:00:00,88.75,Eur/MWh
325,2021-01-14 12:00:00,2021-01-14 13:00:00,87.1,Eur/MWh
326,2021-01-14 13:00:00,2021-01-14 14:00:00,83.98,Eur/MWh
327,2021-01-14 14:00:00,2021-01-14 15:00:00,79.96,Eur/MWh
328,2021-01-14 15:00:00,2021-01-14 16:00:00,83.42,Eur/MWh
329,2021-01-14 16:00:00,2021-01-14 17:00:00,100.67,Eur/MWh
330,2021-01-14 17:00:00,2021-01-14 18:00:00,90.16,Eur/MWh
331,2021-01-14 18:00:00,2021-01-14 19:00:00,87.7,Eur/MWh
332,2021-01-14 19:00:00,2021-01-14 20:00:00,74.58,Eur/MWh
333,2021-01-14 20:00:00,2021-01-14 21:00:00,62.74,Eur/MWh
334,2021-01-14 21:00:00,2021-01-14 22:00:00,59.82,Eur/MWh
335,2021-01-14 22:00:00,2021-01-14 23:00:00,55.6,Eur/MWh
336,2021-01-14 23:00:00,2021-01-15 00:00:00,48.98,Eur/MWh
337,2021-01-15 00:00:00,2021-01-15 01:00:00,48.66,Eur/MWh
338,2021-01-15 01:00:00,2021-01-15 02:00:00,47.7,Eur/MWh
339,2021-01-15 02:00:00,2021-01-15 03:00:00,46.6,Eur/MWh
340,2021-01-15 03:00:00,2021-01-15 04:00:00,48.0,Eur/MWh
341,2021-01-15 04:00:00,2021-01-15 05:00:00,51.52,Eur/MWh
342,2021-01-15 05:00:00,2021-01-15 06:00:00,62.97,Eur/MWh
343,2021-01-15 06:00:00,2021-01-15 07:00:00,77.94,Eur/MWh
344,2021-01-15 07:00:00,2021-01-15 08:00:00,94.07,Eur/MWh
345,2021-01-15 08:00:00,2021-01-15 09:00:00,97.76,Eur/MWh
346,2021-01-15 09:00:00,2021-01-15 10:00:00,90.69,Eur/MWh
